rank,country_name,finalIq,pop2021,mother_educ,father_educ,gender,internet,math,read,science,stu_wgt,desk,room,television,computer_n,car,book,wealth,escs,class
47,Greece,93,10370.744,ISCED 3A,ISCED 3A,male,yes,501.376,525.381,500.149,17.88213,yes,yes,1,2,2,26-100,-0.2968,0.694,LOW-MED
14,United Kingdom,99,68207.116,ISCED 3A,ISCED 3A,female,yes,457.606,506.296,511.137,128.2203,yes,yes,1,3+,3+,201-500,0.556,1.009,HIGH
9,Netherlands,100,17173.099,ISCED 2,ISCED 2,female,yes,617.214,569.279,531.071,33.50638,yes,yes,3+,3+,2,101-200,0.7116,0.8351,HIGH
27,United States,97,332915.073,ISCED 3A,ISCED 1,male,yes,585.691,507.996,614.95,584.0208,yes,no,3+,2,3+,0-10,0.3304,-0.9633,MED-HIGH
23,Hungary,98,9634.164,ISCED 3A,ISCED 3A,male,yes,429.559,326.758,376.952,14.62437,yes,yes,3+,2,3+,101-200,0.717,0.4323,HIGH
5,South Korea,104,51305.186,"ISCED 3B, C",ISCED 3A,male,yes,596.227,557.54,571.013,104.2536,yes,no,2,2,2,201-500,-0.2739,-0.1942,HIGH
33,Russia,96,145912.025,ISCED 2,ISCED 3A,male,yes,479.061,454.291,476.199,169.6574,yes,yes,3+,2,2,26-100,0.5345,-0.0716,MED-HIGH
76,Costa Rica,86,5139.052,ISCED 3A,ISCED 2,male,yes,461.646,509.621,476.812,7.73297,yes,yes,3+,1,1,0-10,-0.3381,-1.0522,LOW-MED
77,Georgia,86,3979.765,ISCED 3A,ISCED 3A,female,yes,444.726,495.45,483.422,11.81917,yes,yes,2,2,1,26-100,-1.045,0.4884,LOW-MED
96,Peru,84,33359.418,ISCED 1,ISCED 1,male,no,256.192,263.397,279.675,125.2994,yes,no,1,0,0,11-25,-3.7359,-2.3868,LOW
75,Jordan,86,10269.021,ISCED 3A,ISCED 3A,male,yes,348.013,337.397,356.472,12.97245,yes,yes,3+,3+,3+,more than 500,1.3484,1.4503,LOW-MED
127,Qatar,80,2930.528,less than ISCED1,ISCED 2,female,yes,394.92,394.263,372.432,1.05128,no,yes,2,1,2,0-10,-1.0097,-1.7753,LOW
127,Qatar,80,2930.528,"ISCED 3B, C","ISCED 3B, C",male,yes,308.986,290.011,334.675,1.02985,yes,yes,3+,2,3+,11-25,1.5793,0.7743,LOW
47,Greece,93,10370.744,ISCED 3A,ISCED 3A,female,yes,491.41,496.551,489.013,18.07345,no,no,2,0,1,26-100,-1.8891,-1.0553,LOW-MED
43,Portugal,94,10167.925,ISCED 3A,ISCED 3A,female,yes,582.85,551.939,569.3,1.13253,yes,yes,3+,2,2,26-100,0.4565,0.7195,LOW-MED
76,Costa Rica,86,5139.052,ISCED 3A,less than ISCED1,female,no,320.364,383.805,374.594,3.56398,no,yes,2,1,0,0-10,-2.3429,-1.167,LOW-MED
28,Denmark,97,5813.298,ISCED 2,ISCED 2,female,yes,435.738,469.46,446.301,10.39693,yes,yes,3+,2,1,11-25,-0.4359,-1.2393,MED-HIGH
22,Sweden,98,10160.169,ISCED 3A,ISCED 3A,male,yes,585.587,504.054,573.634,15.52237,yes,yes,3+,3+,3+,201-500,2.0596,1.4997,HIGH
54,Romania,91,19127.774,less than ISCED1,"ISCED 3B, C",male,no,333.812,228.029,347.91,34.39706,yes,no,1,0,0,11-25,-4.3735,-1.5869,LOW-MED
60,Turkey,89,85042.738,"ISCED 3B, C",ISCED 2,male,no,448.661,442.483,403.619,153.3102,yes,yes,1,1,0,26-100,-1.8369,-1.277,LOW-MED
20,France,98,65426.179,"ISCED 3B, C",ISCED 3A,male,yes,504.379,460.634,483.998,119.7963,yes,yes,2,2,2,26-100,-0.4296,-0.4518,HIGH
17,Austria,99,9043.07,ISCED 3A,ISCED 3A,male,yes,627.699,660.199,728.863,5.35718,yes,yes,1,3+,1,101-200,0.3365,1.5201,HIGH
14,United Kingdom,99,68207.116,"ISCED 3B, C","ISCED 3B, C",male,yes,607.183,504.606,652.651,9.5661,yes,yes,3+,2,2,26-100,-0.1854,0.393,HIGH
27,United States,97,332915.073,ISCED 1,ISCED 1,male,no,409.553,484.76,404.063,560.7597,no,no,2,0,1,0-10,-1.6526,-2.592,MED-HIGH
22,Sweden,98,10160.169,ISCED 3A,ISCED 3A,male,yes,392.489,462.508,366.925,14.77115,yes,yes,2,2,2,0-10,1.0155,-0.3212,HIGH
61,Thailand,89,69950.85,ISCED 1,ISCED 1,male,yes,460.22,401.935,424.463,43.9241,yes,yes,1,0,1,26-100,-1.752,-2.2362,LOW-MED
39,Luxembourg,95,634.814,ISCED 2,ISCED 1,female,yes,555.817,577.468,534.864,1.06667,yes,yes,1,1,1,11-25,-1.4192,-1.7742,MED-HIGH
5,South Korea,104,51305.186,ISCED 3A,ISCED 3A,male,yes,511.493,483.263,371.503,63.40385,yes,yes,2,3+,1,more than 500,-0.007,1.4118,HIGH
18,Estonia,99,1325.185,ISCED 3A,ISCED 3A,male,yes,598.775,628.959,638.553,1.4649,yes,yes,2,3+,2,201-500,0.8805,1.1637,HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,489.035,654.938,593.378,13.86692,yes,yes,3+,3+,3+,201-500,1.0395,1.4807,HIGH
75,Jordan,86,10269.021,ISCED 3A,ISCED 3A,male,yes,467.334,401.784,433.406,2.28571,yes,yes,3+,1,2,26-100,0.3425,0.3341,LOW-MED
96,Peru,84,33359.418,ISCED 3A,ISCED 3A,female,yes,492.622,598.427,567.598,68.03738,yes,yes,3+,3+,1,101-200,0.6205,1.0865,LOW
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,female,yes,519.632,566.385,576.363,5.8676,yes,yes,2,3+,1,26-100,0.3157,0.6574,LOW-MED
10,Switzerland,100,8715.494,ISCED 3A,ISCED 3A,male,yes,582.746,492.009,486.967,28.36069,yes,yes,3+,3+,3+,more than 500,4.1903,3.0041,HIGH
20,France,98,65426.179,ISCED 3A,ISCED 3A,male,yes,537.568,582.666,562.032,115.4367,yes,yes,3+,2,2,201-500,0.1295,0.7867,HIGH
44,Israel,94,8789.774,ISCED 3A,ISCED 3A,male,yes,656.05,641.642,609.069,16.29823,yes,yes,1,3+,2,101-200,0.4918,0.9613,LOW-MED
14,United Kingdom,99,68207.116,ISCED 3A,"ISCED 3B, C",male,yes,474.709,367.153,449.073,18.56377,yes,yes,3+,3+,2,26-100,1.2543,0.4795,HIGH
99,Lebanon,84,6769.146,ISCED 3A,ISCED 3A,male,no,308.971,348.454,337.829,6.69885,yes,no,1,0,0,11-25,-5.3862,-0.96,LOW
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,567.107,599.578,603.396,4.61111,yes,yes,2,2,1,more than 500,-0.6544,-0.1422,HIGH
34,Italy,96,60367.477,"ISCED 3B, C",ISCED 2,female,yes,584.903,609.824,575.79,72.41528,yes,yes,1,1,2,26-100,-0.5762,-0.6348,MED-HIGH
38,Latvia,95,1866.942,ISCED 2,ISCED 3A,female,yes,343.883,332.192,341.046,3.02214,yes,no,1,2,0,11-25,-1.8641,-1.7951,MED-HIGH
29,Norway,97,5465.63,ISCED 3A,"ISCED 3B, C",male,yes,661.489,553.928,587.539,10.507,yes,yes,3+,3+,2,26-100,0.36870000000000003,0.9131,MED-HIGH
127,Qatar,80,2930.528,ISCED 2,ISCED 3A,male,yes,320.439,313.747,297.862,1.11504,yes,yes,3+,2,2,11-25,0.5873,0.3233,LOW
60,Turkey,89,85042.738,ISCED 2,"ISCED 3B, C",female,no,442.663,466.545,476.672,174.9991,yes,yes,1,0,0,0-10,-2.6492,-1.7995,LOW-MED
35,Spain,96,46745.216,ISCED 3A,ISCED 3A,male,yes,467.835,352.441,441.665,47.73811,yes,yes,3+,3+,3+,26-100,1.2903,-0.3229,MED-HIGH
47,Greece,93,10370.744,ISCED 3A,ISCED 3A,female,yes,580.168,625.94,602.285,15.80723,yes,yes,3+,3+,3+,more than 500,0.4489,1.3397,LOW-MED
47,Greece,93,10370.744,ISCED 3A,ISCED 3A,male,yes,475.259,382.672,385.952,17.72014,yes,yes,2,1,1,11-25,-0.22175,-0.4956,LOW-MED
20,France,98,65426.179,ISCED 3A,"ISCED 3B, C",male,yes,580.923,496.95,526.636,160.9878,yes,yes,3+,2,2,0-10,0.3332,-0.3535,HIGH
80,Indonesia,85,276361.783,ISCED 1,ISCED 1,male,no,241.033,268.735,329.93,579.93770234,yes,yes,1,0,0,11-25,-3.7458,-2.7851,LOW
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,male,yes,570.296,551.748,528.661,1.08904,yes,yes,2,3+,1,11-25,0.2367,0.2368,LOW-MED
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,429.748,437.894,395.425,3.24898,yes,yes,3+,3+,1,26-100,0.3146,-0.1548,HIGH
61,Thailand,89,69950.85,less than ISCED1,"ISCED 3B, C",female,yes,414.868,449.637,439.134,3.09524,yes,yes,2,1,3+,26-100,0.0236,-0.1842,LOW-MED
73,United Arab Emirates,87,9991.089,ISCED 2,ISCED 3A,female,yes,441.778,473.971,464.055,1.1087,no,no,3+,3+,2,11-25,1.4694,0.5291,LOW-MED
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,male,yes,621.742,591.469,600.424,6.09007,yes,yes,3+,3+,3+,201-500,1.8855,1.0809,HIGH
95,Algeria,84,44616.624,less than ISCED1,ISCED 3A,female,yes,358.311,373.534,376.534,46.24823,yes,no,2,0,1,11-25,-1.7898,-0.9979,LOW
45,Ireland,94,4982.907,ISCED 3A,ISCED 3A,male,yes,505.113,504.357,506.406,9.32071,yes,yes,1,2,1,11-25,-0.3626,-1.0221,LOW-MED
108,Colombia,83,51265.844,ISCED 3A,"ISCED 3B, C",female,yes,385.65,447.703,397.47,60.16349,yes,yes,2,1,0,0-10,-0.2798,-1.1727,LOW
52,Moldova,92,4024.019,ISCED 3A,ISCED 3A,male,yes,462.161,464.18,504.406,11.38016,yes,yes,2,2,1,201-500,-0.514,-0.586,LOW-MED
38,Latvia,95,1866.942,"ISCED 3B, C","ISCED 3B, C",female,yes,519.375,547.484,544.842,2.70359,yes,yes,3+,2,2,26-100,-0.4071,-1.2635,MED-HIGH
28,Denmark,97,5813.298,ISCED 3A,ISCED 3A,male,yes,501.544,518.806,510.747,18.55645,yes,yes,3+,3+,1,26-100,-0.1609,1.1961,MED-HIGH
19,Germany,98,83900.473,ISCED 2,ISCED 2,female,yes,375.736,491.332,406.399,103.8045,yes,yes,3+,3+,1,more than 500,-0.0033,-0.4887,HIGH
4,Japan,104,126050.804,ISCED 3A,ISCED 3A,male,yes,641.592,544.582,620.425,165.4636,yes,yes,1,2,1,101-200,-0.2858,0.3779,HIGH
36,Poland,96,37797.005,ISCED 3A,ISCED 3A,male,yes,622.279,582.632,594.632,66.18575,yes,no,1,3+,2,more than 500,0.093,1.0733,MED-HIGH
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,female,yes,496.751,447.626,524.589,2.7381,yes,no,1,2,3+,26-100,-0.579,0.5537,LOW-MED
16,Belgium,99,11632.326,ISCED 3A,ISCED 3A,male,yes,516.079,619.976,572.439,13.67867,yes,yes,3+,3+,2,201-500,0.321,0.9221,HIGH
24,Slovakia,98,5460.721,ISCED 3A,"ISCED 3B, C",male,yes,444.298,304.332,382.008,6.69002,yes,yes,3+,3+,1,26-100,1.0649,-0.4367,HIGH
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,male,yes,354.901,351.993,376.029,1.14706,yes,yes,1,1,3+,11-25,0.00757500000000001,-0.001,LOW-MED
127,Qatar,80,2930.528,"ISCED 3B, C","ISCED 3B, C",female,yes,477.361,522.362,475.947,1.01923,yes,yes,3+,3+,2,11-25,0.851,1.2207,LOW
17,Austria,99,9043.07,ISCED 3A,ISCED 3A,male,yes,432.214,429.656,477.189,12.14943,yes,yes,0,3+,2,101-200,0.0077,0.4332,HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 2,male,yes,291.426,360.692,254.325,5.27557,no,yes,3+,1,1,26-100,-0.5212,-0.6364,HIGH
95,Algeria,84,44616.624,ISCED 2,"ISCED 3B, C",male,no,238.739,204.841,253.003,53.41575,yes,no,2,0,2,101-200,-1.9417,-0.721,LOW
81,Brazil,85,213993.437,ISCED 1,ISCED 2,female,yes,438.983,477.431,482.797,45.15053,yes,yes,3+,3+,1,0-10,0.1196,-1.2679,LOW
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,544.229,529.347,536.091,3.47503,yes,yes,1,2,1,101-200,-0.6619,-0.0189,HIGH
5,South Korea,104,51305.186,ISCED 3A,ISCED 3A,male,yes,384.979,391.769,375.368,90.51927,yes,no,1,1,0,0-10,-1.5167,-1.0738,HIGH
18,Estonia,99,1325.185,ISCED 3A,ISCED 3A,female,yes,691.482,653.114,671.347,1.38804,yes,yes,2,2,1,101-200,-0.7259,0.8633,HIGH
77,Georgia,86,3979.765,ISCED 3A,ISCED 3A,female,yes,460.155,517.394,407.594,6.13707,yes,yes,2,2,0,26-100,-0.9368,0.0193,LOW-MED
19,Germany,98,83900.473,ISCED 3A,ISCED 3A,female,yes,530.493,630.454,550.718,90.65802,yes,yes,2,3+,0,101-200,-0.1816,1.1949,HIGH
46,Lithuania,94,2689.862,ISCED 2,ISCED 2,male,yes,382.851,204.223,313.74,9.13333,yes,no,1,0,0,11-25,-2.2327,-2.045,LOW-MED
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,361.249,453.828,386.785,95.32716,no,yes,2,3+,1,0-10,0.1336,-0.3673,HIGH
28,Denmark,97,5813.298,ISCED 3A,ISCED 3A,male,yes,539.426,501.366,506.276,10.78819,yes,yes,3+,2,1,101-200,0.0717,0.4558,MED-HIGH
39,Luxembourg,95,634.814,ISCED 3A,ISCED 3A,male,yes,569.987,485.111,515.635,1.02564,yes,yes,3+,3+,3+,101-200,2.1867,1.1731,MED-HIGH
81,Brazil,85,213993.437,ISCED 2,ISCED 3A,male,yes,348.307,425.795,389.598,32.06588,no,no,1,0,0,0-10,-2.2741,-1.1359,LOW
96,Peru,84,33359.418,ISCED 1,ISCED 3A,female,yes,460.74,502.512,454.101,57.467,yes,yes,3+,2,0,26-100,-0.6424,0.2889,LOW
52,Moldova,92,4024.019,"ISCED 3B, C",ISCED 3A,female,yes,576.557,545.644,550.401,4.46742,yes,yes,1,1,1,26-100,-0.8879,0.7441,LOW-MED
34,Italy,96,60367.477,ISCED 3A,ISCED 3A,male,yes,491.382,554.195,570.239,110.6717,yes,yes,3+,3+,2,more than 500,0.4695,1.5646,MED-HIGH
15,Australia,99,25788.215,ISCED 3A,ISCED 2,male,yes,606.589,581.48,661.941,27.27676,yes,yes,3+,3+,2,201-500,1.2376,1.3392,HIGH
116,Dominican Republic,82,10953.703,ISCED 2,ISCED 3A,female,yes,193.848,298.26,268.58,20.91225,yes,yes,2,0,1,101-200,-2.0583,-0.0585,LOW
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,585.057,616.185,591.722,31.65496,yes,yes,1,1,1,26-100,-1.4681,0.6637,HIGH
38,Latvia,95,1866.942,ISCED 3A,ISCED 3A,male,yes,353.977,304.353,347.794,2.16987,yes,yes,1,1,0,26-100,-1.3084,-1.601,MED-HIGH
24,Slovakia,98,5460.721,ISCED 3A,ISCED 3A,male,yes,380.986,491.866,512.124,6.8572,yes,yes,3+,2,1,26-100,0.1722,0.5451,HIGH
61,Thailand,89,69950.85,ISCED 3A,ISCED 3A,female,yes,363.652,401.291,387.374,108.0525,yes,yes,2,2,2,11-25,-0.6793,0.4283,LOW-MED
54,Romania,91,19127.774,ISCED 3A,ISCED 3A,male,yes,428.126,306.292,413.879,34.27264,yes,yes,2,3+,1,26-100,0.5526,-0.0807,LOW-MED
81,Brazil,85,213993.437,ISCED 1,ISCED 1,female,yes,459.287,491.185,480.392,319.3756,yes,no,1,1,0,11-25,-0.9721,-0.648,LOW
70,Mexico,87,130262.216,ISCED 2,ISCED 3A,male,no,395.74,418.911,393.011,135.3184,yes,no,1,1,0,0-10,-3.5054,-2.1871,LOW-MED
17,Austria,99,9043.07,ISCED 3A,ISCED 3A,male,yes,502.069,509.216,524.519,13.53971,yes,yes,2,2,0,101-200,-0.5602,1.1828,HIGH
47,Greece,93,10370.744,ISCED 3A,ISCED 3A,male,yes,388.564,290.602,375.992,19.75904,yes,yes,3+,3+,1,0-10,0.1927,0.028,LOW-MED
70,Mexico,87,130262.216,ISCED 3A,ISCED 2,male,yes,504.814,472.426,477.886,161.6747,yes,yes,3+,2,2,26-100,0.0942,0.1603,LOW-MED
15,Australia,99,25788.215,ISCED 3A,ISCED 2,female,yes,278.412,305.862,328.055,5.41436,yes,yes,2,1,2,more than 500,0.3335,0.8706,HIGH
46,Lithuania,94,2689.862,ISCED 3A,ISCED 3A,male,yes,492.791,548.471,516.752,5.19194,yes,yes,2,1,1,26-100,-0.2154,0.5708,LOW-MED
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,female,yes,396.013,448.229,410.998,5.60792,no,no,3+,2,1,101-200,0.353,0.687,LOW-MED
96,Peru,84,33359.418,ISCED 2,ISCED 3A,male,yes,340.951,391.17,369.864,55.43115,yes,no,2,1,0,201-500,-1.7813,-0.8573,LOW
75,Jordan,86,10269.021,ISCED 3A,ISCED 3A,female,no,435.543,400.066,408.303,33.26618,yes,no,1,0,1,26-100,-3.0812,-0.2719,LOW-MED
35,Spain,96,46745.216,ISCED 3A,ISCED 3A,male,yes,528.065,503.584,550.044,23.57961,yes,yes,3+,2,2,101-200,1.2672,1.1227,MED-HIGH
40,Malta,95,442.784,ISCED 3A,ISCED 3A,female,yes,331.405,386.035,375.782,1.03125,yes,yes,3+,3+,3+,201-500,1.4818,0.7422,MED-HIGH
48,Bulgaria,93,6896.663,"ISCED 3B, C","ISCED 3B, C",male,yes,512.086,393.398,484.859,9.26227,yes,yes,2,2,1,11-25,-0.72,-0.3398,LOW-MED
91,Montenegro,85,628.053,"ISCED 3B, C",ISCED 2,female,yes,403.416,406.456,400.478,1.67647,yes,yes,2,1,1,11-25,-0.8067,-0.3258,LOW
80,Indonesia,85,276361.783,ISCED 1,ISCED 1,female,no,299.98,369.126,356.691,418.26583169,yes,yes,1,0,0,26-100,-2.3933,-2.5432,LOW
31,Slovenia,97,2078.724,"ISCED 3B, C","ISCED 3B, C",male,yes,453.408,518.652,538.58,1.41439,yes,yes,3+,3+,2,11-25,0.9586,-0.3897,MED-HIGH
23,Hungary,98,9634.164,ISCED 2,ISCED 3A,male,yes,554.769,568.583,563.037,14.04562,yes,yes,2,3+,1,201-500,0.3513,0.1126,HIGH
127,Qatar,80,2930.528,less than ISCED1,ISCED 3A,male,yes,307.889,208.062,285.999,1.48148,yes,yes,3+,3+,3+,26-100,1.0708,0.8785,LOW
11,Finland,100,5548.36,"ISCED 3B, C","ISCED 3B, C",female,yes,468.248,512.081,484.006,9.91321,yes,yes,1,2,2,101-200,-0.2227,-0.6872,HIGH
30,Croatia,97,4081.651,ISCED 2,"ISCED 3B, C",male,yes,434.902,395.491,390.902,5.80358,yes,yes,3+,2,2,0-10,-0.0103,-1.2624,MED-HIGH
73,United Arab Emirates,87,9991.089,ISCED 2,ISCED 3A,female,yes,367.317,314.935,284.006,4.37135,yes,no,2,1,1,0-10,-1.1902,0.189,LOW-MED
75,Jordan,86,10269.021,ISCED 2,ISCED 3A,female,yes,436.14,435.546,410.09,1,no,yes,3+,2,2,26-100,-0.6423,0.7693,LOW-MED
18,Estonia,99,1325.185,ISCED 3A,ISCED 3A,female,yes,491.195,461.471,421.959,1.4335,no,yes,2,2,1,101-200,-0.2143,0.1881,HIGH
99,Lebanon,84,6769.146,"ISCED 3B, C","ISCED 3B, C",male,yes,515.802,433.803,439.716,9.20169,no,yes,3+,3+,1,0-10,0.5765,-0.1978,LOW
1,Singapore,107,5896.686,ISCED 3A,ISCED 3A,male,yes,577.806,522.545,503.883,6.37445,yes,yes,1,3+,1,101-200,0.2795,0.2257,HIGH
75,Jordan,86,10269.021,ISCED 3A,ISCED 3A,male,yes,315.484,385.414,414.893,3.45714,yes,yes,3+,1,2,0-10,0.1786,0.4437,LOW-MED
62,Chile,89,19212.361,"ISCED 3B, C","ISCED 3B, C",female,yes,568.637,588.217,600.939,8.27642,no,no,2,3+,2,26-100,-0.0104,1.0925,LOW-MED
16,Belgium,99,11632.326,ISCED 3A,ISCED 3A,male,yes,495.996,478.197,437.715,15.77922,yes,yes,3+,2,2,101-200,1.1419,0.4009,HIGH
36,Poland,96,37797.005,"ISCED 3B, C","ISCED 3B, C",male,yes,335.922,314.55,299.586,73.40606,no,yes,2,2,1,201-500,-0.319,-1.295,MED-HIGH
4,Japan,104,126050.804,"ISCED 3B, C",ISCED 3A,male,yes,555.559,395.908,486.24,143.2232,yes,yes,2,3+,1,26-100,-0.0048,0.375,HIGH
9,Netherlands,100,17173.099,ISCED 3A,ISCED 2,male,yes,395.961,293.224,355.52,45.5662,yes,yes,2,3+,3+,11-25,0.9158,0.5549,HIGH
5,South Korea,104,51305.186,ISCED 3A,ISCED 3A,male,yes,554.511,543.886,564.303,101.4438,yes,yes,1,1,1,101-200,-1.2703,0.0314,HIGH
99,Lebanon,84,6769.146,ISCED 3A,"ISCED 3B, C",male,no,242.061,199.647,239.186,6.42522,no,yes,3+,3+,2,more than 500,-0.7084,-1.4042,LOW
22,Sweden,98,10160.169,ISCED 3A,ISCED 3A,female,yes,590.738,515.507,615.899,16.10424,yes,yes,3+,3+,2,201-500,0.2291,0.7015,HIGH
35,Spain,96,46745.216,"ISCED 3B, C","ISCED 3B, C",female,yes,523.066,541.412,531.319,33.84006,yes,yes,3+,2,2,101-200,0.5388,-0.2622,MED-HIGH
127,Qatar,80,2930.528,ISCED 3A,ISCED 3A,male,yes,242.236,324.237,339.708,1.06522,no,yes,3+,2,3+,11-25,1.1055,-0.0661,LOW
27,United States,97,332915.073,ISCED 3A,ISCED 3A,female,yes,568.622,657.377,634.897,555.7267,yes,no,3+,3+,3+,201-500,0.4069,0.0534,MED-HIGH
127,Qatar,80,2930.528,ISCED 3A,ISCED 3A,female,yes,236.822,328.464,286.571,1.05434,yes,yes,3+,3+,3+,201-500,3.3323,0.7095,LOW
47,Greece,93,10370.744,ISCED 3A,ISCED 1,female,yes,443.708,383.486,376.474,17.02317,yes,no,2,1,3+,101-200,-0.6465,-0.9079,LOW-MED
47,Greece,93,10370.744,"ISCED 3B, C",ISCED 3A,female,yes,513.865,516.776,539.911,14.23957,yes,yes,2,1,3+,more than 500,-0.3772,1.1225,LOW-MED
76,Costa Rica,86,5139.052,ISCED 1,ISCED 2,female,yes,390.058,416.264,413.383,7.38399,no,yes,3+,0,1,0-10,-1.1279,-1.8808,LOW-MED
46,Lithuania,94,2689.862,ISCED 3A,ISCED 3A,female,yes,593.978,661.292,623.729,5.375,yes,yes,2,3+,2,26-100,0.0877,0.8792,LOW-MED
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,female,yes,492.998,562.262,546.274,5.18233,no,no,2,3+,2,101-200,0.6596,0.8266,LOW-MED
96,Peru,84,33359.418,ISCED 3A,ISCED 3A,male,yes,303.252,357.149,376.428,53.89228,yes,yes,2,1,0,11-25,-1.0208,-1.1592,LOW
15,Australia,99,25788.215,ISCED 1,ISCED 3A,female,yes,510.832,570.513,554.097,25.91964,yes,yes,2,2,2,26-100,0.5102,-0.2713,HIGH
34,Italy,96,60367.477,"ISCED 3B, C",ISCED 3A,female,yes,538.937,541.251,495.669,115.1561,yes,yes,1,2,2,101-200,-0.3958,0.1389,MED-HIGH
26,Iceland,98,343.353,"ISCED 3B, C",ISCED 2,male,yes,378.415,275.085,403.64,1.15,yes,yes,2,3+,1,more than 500,0.7625,1.1119,HIGH
43,Portugal,94,10167.925,ISCED 3A,ISCED 3A,male,yes,501.203,450.532,517.91,15.3998,yes,yes,2,3+,3+,101-200,1.9618,1.7323,LOW-MED
41,Vietnam,94,98168.833,less than ISCED1,less than ISCED1,male,yes,443.382,451.812,432.819,116.4304,yes,no,2,1,0,11-25,-1.4753,-2.796,LOW-MED
99,Lebanon,84,6769.146,ISCED 3A,ISCED 2,male,yes,409.084,349.092,419.297,7.02428,yes,no,1,1,1,11-25,-1.0727,-0.9292,LOW
77,Georgia,86,3979.765,ISCED 3A,ISCED 3A,male,yes,378.854,318.992,346.085,6.31914,yes,yes,3+,3+,2,201-500,1.6777,1.5159,LOW-MED
33,Russia,96,145912.025,"ISCED 3B, C",ISCED 3A,male,yes,410.829,421.735,408.015,122.5393,yes,yes,2,2,2,11-25,-0.2339,-0.9705,MED-HIGH
117,Albania,82,2872.933,ISCED 3A,ISCED 3A,male,yes,499.438,471.818,468.985,5.22587,yes,yes,3+,1,2,26-100,0.128925,0.7503,LOW
44,Israel,94,8789.774,ISCED 3A,ISCED 3A,female,yes,522.185,672.402,634.182,16.11764,yes,yes,1,3+,2,101-200,-0.0253,0.5414,LOW-MED
77,Georgia,86,3979.765,"ISCED 3B, C","ISCED 3B, C",female,yes,441.939,433.085,509.39,6.01543,yes,yes,2,1,2,201-500,-0.544,-0.2593,LOW-MED
81,Brazil,85,213993.437,ISCED 2,ISCED 1,male,yes,384.782,374.015,403.487,11.7908,yes,yes,3+,0,0,11-25,-0.9936,-0.9355,LOW
8,Canada,100,38067.903,ISCED 2,ISCED 3A,female,yes,449.076,511.48,504.243,6.28852,yes,no,3+,3+,1,0-10,0.6219,-1.1124,HIGH
14,United Kingdom,99,68207.116,ISCED 3A,ISCED 3A,female,yes,604.124,582.522,640.484,130.4442,yes,yes,2,3+,2,more than 500,0.2475,0.6688,HIGH
81,Brazil,85,213993.437,ISCED 2,ISCED 2,male,no,315.265,335.16,336.899,29.83427,yes,yes,1,2,1,0-10,-1.4337,-1.5503,LOW
58,Uruguay,90,3485.151,ISCED 3A,ISCED 3A,female,no,462.009,424.164,403.334,6.49396,yes,no,2,1,0,26-100,-1.3061,0.3409,LOW-MED
54,Romania,91,19127.774,ISCED 3A,ISCED 3A,female,yes,514.697,520.266,543.638,32.88239,yes,no,1,1,0,26-100,-2.0044,-0.5036,LOW-MED
22,Sweden,98,10160.169,ISCED 3A,ISCED 3A,male,yes,515.877,394.742,470.032,13.5918,yes,yes,3+,3+,2,101-200,2.2852,1.6542,HIGH
46,Lithuania,94,2689.862,"ISCED 3B, C","ISCED 3B, C",female,yes,451.875,393.663,470.414,6.08049,yes,yes,1,2,1,11-25,-0.5562,-0.3694,LOW-MED
81,Brazil,85,213993.437,ISCED 2,ISCED 3A,female,yes,373.986,389.796,403.455,19.59787,yes,yes,2,2,1,101-200,0.1312,0.752,LOW
76,Costa Rica,86,5139.052,ISCED 3A,ISCED 2,male,yes,350.165,434.036,414.032,8.62752,yes,yes,2,1,2,11-25,-1.2064,0.4569,LOW-MED
91,Montenegro,85,628.053,ISCED 3A,ISCED 3A,female,no,481.753,482.101,471.411,1.58271,yes,no,2,2,1,26-100,-0.8427,0.2901,LOW
81,Brazil,85,213993.437,"ISCED 3B, C",ISCED 3A,female,yes,390.845,484.89,424.867,190.0441,yes,no,2,2,1,101-200,0.0113,-0.3205,LOW
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,male,no,330.751,380.354,377.948,4.19123,no,no,3+,1,2,101-200,-0.5578,-0.292,LOW-MED
36,Poland,96,37797.005,ISCED 2,ISCED 2,male,yes,496.837,338.967,523.785,67.78492,yes,yes,3+,3+,3+,more than 500,0.9298,0.0403,MED-HIGH
40,Malta,95,442.784,"ISCED 3B, C","ISCED 3B, C",male,yes,197.674,215.769,191.304,1.25,yes,yes,2,3+,2,11-25,0.27190000000000003,-1.2477,MED-HIGH
