rank,country_name,finalIq,pop2021,mother_educ,father_educ,gender,internet,math,read,science,stu_wgt,desk,room,television,computer_n,car,book,wealth,escs,class
4,Japan,104,126050.804,ISCED 3A,ISCED 3A,male,yes,408.666,458.512,473.612,161.8165,yes,yes,1,1,2,26-100,-0.9612,0.7141,HIGH
61,Thailand,89,69950.85,ISCED 3A,ISCED 3A,male,yes,555.616,586.358,627.144,5.33333,yes,yes,3+,3+,2,26-100,1.1046,1.2338,LOW-MED
81,Brazil,85,213993.437,ISCED 3A,ISCED 2,female,yes,349.998,329.327,305.105,68.23101,no,yes,3+,1,2,26-100,-0.5166,0.5233,LOW
16,Belgium,99,11632.326,ISCED 3A,"ISCED 3B, C",male,yes,496.808,427.451,462.529,16.63592,yes,yes,3+,2,2,0-10,0.2477,0.5458,HIGH
80,Indonesia,85,276361.783,ISCED 2,ISCED 2,female,no,424.732,450.202,470.583,241.94617222,no,no,1,0,0,26-100,-2.9876,-1.8168,LOW
1,Singapore,107,5896.686,ISCED 3A,ISCED 3A,male,yes,606.958,565.12,525.212,8.21053,yes,yes,3+,1,0,26-100,-0.9362,-1.101,HIGH
117,Albania,82,2872.933,less than ISCED1,"ISCED 3B, C",male,yes,381.56,344.51,409.646,6.53455,yes,yes,2,1,1,0-10,-1.24565,-1.206825,LOW
28,Denmark,97,5813.298,ISCED 3A,ISCED 3A,male,yes,582.397,577.998,584.886,14.65655,yes,yes,3+,3+,2,26-100,0.3887,1.1666,MED-HIGH
26,Iceland,98,343.353,ISCED 3A,"ISCED 3B, C",female,yes,477.768,478.12,378.489,1.15,yes,yes,3+,3+,3+,26-100,0.46,1.4065,HIGH
70,Mexico,87,130262.216,ISCED 2,"ISCED 3B, C",male,yes,212.749,236.807,326.269,150.5146,yes,no,3+,1,2,26-100,-0.2191,-0.535,LOW-MED
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,478.067,500.002,413.952,4.10061,yes,yes,3+,2,2,more than 500,0.6024,0.1685,HIGH
81,Brazil,85,213993.437,ISCED 1,ISCED 1,male,yes,319.444,320.058,341.537,95.72943,yes,yes,2,0,0,26-100,-1.9778,-2.5836,LOW
60,Turkey,89,85042.738,ISCED 1,ISCED 1,female,no,451.407,449.502,454.069,116.4765,yes,yes,1,0,0,11-25,-3.3508,-3.2456,LOW-MED
11,Finland,100,5548.36,ISCED 2,"ISCED 3B, C",female,yes,563.777,594.308,613.617,8.41493,yes,yes,3+,3+,3+,26-100,0.9811,0.418,HIGH
127,Qatar,80,2930.528,ISCED 3A,"ISCED 3B, C",female,yes,495.07,446.594,478.142,1.07246,yes,yes,3+,3+,3+,26-100,2.7852,1.5809,LOW
108,Colombia,83,51265.844,ISCED 3A,ISCED 3A,male,yes,312.817,415.067,373.484,38.54382,no,yes,3+,1,0,0-10,-1.2255,-1.273,LOW
17,Austria,99,9043.07,ISCED 3A,ISCED 3A,male,yes,531.96,568.15,578.15,13.63169,yes,yes,2,3+,2,201-500,0.8809,1.3866,HIGH
27,United States,97,332915.073,ISCED 3A,ISCED 3A,female,yes,292.168,331.625,284.392,569.768,no,yes,3+,1,3+,11-25,0.1529,-0.6947,MED-HIGH
10,Switzerland,100,8715.494,"ISCED 3B, C","ISCED 3B, C",male,yes,598.456,485.598,572.515,6.82857,yes,yes,1,2,2,11-25,0.0081,0.9401,HIGH
43,Portugal,94,10167.925,less than ISCED1,ISCED 2,female,yes,388.136,463.63,455.757,18.46289,yes,yes,3+,3+,1,11-25,0.2576,-1.309,LOW-MED
31,Slovenia,97,2078.724,"ISCED 3B, C","ISCED 3B, C",male,yes,531.432,545.933,590.687,3.5,yes,yes,2,3+,1,0-10,-0.4171,-0.6478,MED-HIGH
46,Lithuania,94,2689.862,ISCED 3A,ISCED 3A,male,yes,556.521,511.703,540.957,6.00615,yes,yes,2,1,1,11-25,-0.9849,-1.4876,LOW-MED
4,Japan,104,126050.804,ISCED 3A,ISCED 3A,male,no,506.188,531.76,568.766,183.2291,yes,yes,3+,1,2,101-200,-0.579,-0.3494,HIGH
61,Thailand,89,69950.85,ISCED 1,ISCED 1,female,no,419.303,445.736,458.741,112.217,yes,no,2,0,0,11-25,-2.5851,-2.5236,LOW-MED
5,South Korea,104,51305.186,ISCED 3A,ISCED 3A,female,yes,484.108,482.556,429.09,110.107,yes,yes,1,1,2,201-500,-0.3762,0.7465,HIGH
9,Netherlands,100,17173.099,ISCED 3A,ISCED 3A,female,yes,511.126,558.656,504.071,30.64805,yes,yes,3+,2,2,26-100,-0.0746,0.8867,HIGH
40,Malta,95,442.784,ISCED 3A,ISCED 3A,male,yes,637.53,660.532,656.339,1.13158,yes,yes,1,3+,2,101-200,0.7804,1.4908,MED-HIGH
17,Austria,99,9043.07,"ISCED 3B, C","ISCED 3B, C",female,yes,532.422,545.395,528.794,13.45679,yes,yes,3+,3+,2,26-100,0.6392,-0.0696,HIGH
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,female,yes,327.844,407.12,379.84,1.05882,yes,yes,3+,2,3+,26-100,1.5849,0.4402,LOW-MED
26,Iceland,98,343.353,ISCED 2,ISCED 3A,male,yes,407.619,396.288,365.949,1.15789,yes,yes,3+,3+,1,101-200,0.16900000000000004,1.090125,HIGH
80,Indonesia,85,276361.783,ISCED 3A,ISCED 3A,female,yes,405.736,463.58,466.59,109.77187589,yes,no,1,0,0,0-10,-2.4963,-1.4223,LOW
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,male,yes,512.894,484.935,486.45,1.31704,yes,yes,3+,3+,3+,11-25,2.1888,1.2205,LOW-MED
58,Uruguay,90,3485.151,ISCED 1,ISCED 3A,female,yes,441.329,561.65,467.777,4.91649,yes,yes,2,1,2,0-10,-0.4543,-0.8989,LOW-MED
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,male,yes,524.285,459.573,482.282,7.99057,yes,yes,2,1,1,101-200,-0.5525,0.5987,LOW-MED
33,Russia,96,145912.025,"ISCED 3B, C","ISCED 3B, C",female,yes,599.639,565.168,525.434,78.87956,yes,no,2,1,1,201-500,-0.8714,0.885,MED-HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,439.146,542.075,484.718,38.19353,yes,yes,2,2,1,26-100,-0.3259,0.4543,HIGH
24,Slovakia,98,5460.721,ISCED 3A,ISCED 3A,female,yes,478.278,436.444,457.844,7.68654,yes,yes,3+,3+,3+,more than 500,2.2581,1.5526,HIGH
16,Belgium,99,11632.326,ISCED 1,ISCED 1,male,yes,548.366,445.026,485.152,12.14102,yes,yes,1,2,2,11-25,0.0461,-0.9029,HIGH
43,Portugal,94,10167.925,ISCED 3A,ISCED 1,male,yes,554.61,542.216,532.214,17.12695,yes,yes,3+,3+,3+,26-100,1.009,0.665,LOW-MED
85,Tunisia,85,11935.766,ISCED 1,ISCED 2,male,yes,416.252,463.885,442.817,24.26789,yes,no,3+,1,0,0-10,-1.4551,-0.3886,LOW
117,Albania,82,2872.933,ISCED 2,ISCED 2,male,no,315.856,385.073,284.434,7.26049,no,yes,1,1,0,0-10,-2.371025,-1.212225,LOW
14,United Kingdom,99,68207.116,"ISCED 3B, C",ISCED 3A,male,yes,566.695,543.13,598.571,4.1049,yes,yes,1,3+,2,11-25,0.4601,0.2094,HIGH
54,Romania,91,19127.774,ISCED 3A,ISCED 3A,female,no,469.928,387.55,457.878,33.96133,yes,yes,2,1,1,0-10,-1.2766,-0.2666,LOW-MED
15,Australia,99,25788.215,ISCED 3A,less than ISCED1,female,yes,416.057,449.267,384.762,6.50259,no,yes,3+,3+,3+,201-500,1.2181,-0.2885,HIGH
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,male,yes,509.656,500.085,457.272,5.7398,yes,yes,3+,3+,3+,101-200,2.3517,0.7034,LOW-MED
34,Italy,96,60367.477,less than ISCED1,ISCED 3A,female,yes,489.184,484.843,484.767,1.09434,yes,yes,3+,2,2,101-200,0.6098,1.1339,MED-HIGH
39,Luxembourg,95,634.814,"ISCED 3B, C","ISCED 3B, C",male,yes,471.49,444.014,433.009,1,yes,yes,1,2,2,201-500,-0.2017,0.5525,MED-HIGH
19,Germany,98,83900.473,ISCED 2,ISCED 2,male,yes,349.086,381.855,291.787,102.9399,yes,no,2,1,1,11-25,-1.0912,-1.6519,HIGH
117,Albania,82,2872.933,ISCED 3A,ISCED 2,female,yes,410.227,546.992,430.223,7.1989,no,no,2,1,0,26-100,-1.049875,-0.7747499999999999,LOW
1,Singapore,107,5896.686,ISCED 3A,ISCED 3A,female,yes,694.842,743.775,730.809,1.06494,yes,yes,1,3+,1,201-500,0.3962,0.8632,HIGH
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,female,yes,471.303,540.252,573.299,1.52352,yes,no,2,2,2,101-200,0.339,1.0985,LOW-MED
9,Netherlands,100,17173.099,ISCED 3A,ISCED 1,male,yes,464.457,466.143,444.301,38.48121,yes,yes,3+,3+,3+,11-25,1.9261,1.0615,HIGH
81,Brazil,85,213993.437,"ISCED 3B, C",less than ISCED1,male,yes,401.04,487.536,449.967,6.5317,no,yes,3+,1,1,26-100,-0.6448,-2.6221,LOW
127,Qatar,80,2930.528,ISCED 3A,ISCED 3A,male,yes,388.612,378.269,477.378,1.03846,yes,yes,2,3+,2,26-100,0.5613,0.6015,LOW
33,Russia,96,145912.025,ISCED 3A,ISCED 3A,male,yes,487.829,366.328,449.134,162.2108,yes,yes,3+,3+,2,26-100,1.7586,1.1305,MED-HIGH
11,Finland,100,5548.36,"ISCED 3B, C","ISCED 3B, C",male,yes,593.969,559.022,585.147,10.48736,yes,yes,3+,3+,1,101-200,0.1907,-0.3321,HIGH
34,Italy,96,60367.477,"ISCED 3B, C",ISCED 3A,female,yes,597.824,492.105,483.765,64.12333,yes,no,3+,3+,2,101-200,0.6442,0.3466,MED-HIGH
80,Indonesia,85,276361.783,less than ISCED1,less than ISCED1,male,yes,480.908,357.511,446.461,670.22168404,yes,yes,1,0,0,26-100,-2.2552,-3.2161,LOW
60,Turkey,89,85042.738,ISCED 2,ISCED 2,female,no,492.737,545.547,578.079,204.3008,yes,yes,1,1,0,more than 500,-2.1821,-1.3884,LOW-MED
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,449.32,510.405,449.999,31.79884,yes,yes,2,3+,2,101-200,0.0481,0.6412,HIGH
91,Montenegro,85,628.053,ISCED 3A,ISCED 3A,male,yes,441.922,496.964,455.462,1.16667,yes,yes,2,3+,3+,more than 500,1.8159,1.0255,LOW
19,Germany,98,83900.473,ISCED 2,ISCED 2,female,no,439.348,453.378,427.001,145.7573,yes,yes,3+,2,1,101-200,-0.4741,-0.5839,HIGH
48,Bulgaria,93,6896.663,ISCED 3A,"ISCED 3B, C",male,yes,619.054,515.303,516.318,8.58323,yes,yes,2,2,3+,201-500,0.6455,0.2576,LOW-MED
58,Uruguay,90,3485.151,ISCED 3A,ISCED 1,female,yes,338.585,292.342,358.59,6.05674,yes,yes,3+,2,0,26-100,-0.6023,0.2788,LOW-MED
34,Italy,96,60367.477,ISCED 2,ISCED 2,male,yes,521.642,556.896,574.716,1.10456,yes,no,2,2,2,26-100,-0.0701,-0.4201,MED-HIGH
44,Israel,94,8789.774,ISCED 3A,ISCED 3A,female,yes,380.02,454.882,479.544,15.45808,yes,yes,1,3+,1,more than 500,0.3397,0.7842,LOW-MED
19,Germany,98,83900.473,ISCED 3A,ISCED 2,male,yes,541.378,563.625,585.913,133.9988,yes,yes,3+,1,2,26-100,-0.4345,0.8707,HIGH
16,Belgium,99,11632.326,"ISCED 3B, C",ISCED 3A,female,yes,606.608,588.541,643.791,14.74107,yes,yes,3+,3+,2,201-500,0.4398,0.6128,HIGH
29,Norway,97,5465.63,ISCED 3A,"ISCED 3B, C",female,yes,635.77,671.167,649.373,10.06474,yes,yes,3+,3+,2,201-500,0.9021,1.5023,MED-HIGH
31,Slovenia,97,2078.724,ISCED 3A,"ISCED 3B, C",male,yes,586.651,580.343,591.84,1.18164,yes,yes,2,2,3+,26-100,-0.0568,0.5629,MED-HIGH
26,Iceland,98,343.353,"ISCED 3B, C",ISCED 3A,female,yes,385.672,440.177,460.802,1.06897,no,yes,2,1,2,11-25,-0.7685,-0.4891,HIGH
27,United States,97,332915.073,ISCED 3A,ISCED 3A,male,yes,627.964,630.259,579.328,795.2337,yes,yes,2,3+,2,11-25,0.028,-0.203,MED-HIGH
34,Italy,96,60367.477,ISCED 3A,ISCED 2,female,yes,502.465,591.647,517.466,81.26958,yes,yes,1,1,1,201-500,-0.4905,0.5309,MED-HIGH
60,Turkey,89,85042.738,ISCED 2,"ISCED 3B, C",male,yes,523.941,523.49,524.965,52.86709,yes,yes,2,2,1,101-200,-0.1496,-0.1218,LOW-MED
10,Switzerland,100,8715.494,"ISCED 3B, C",ISCED 3A,male,yes,612.898,524.375,591.148,12.84538,yes,yes,1,3+,1,201-500,-0.0202,0.9918,HIGH
108,Colombia,83,51265.844,ISCED 2,ISCED 3A,male,no,475.7,514.865,469.985,20.4367,yes,no,2,0,0,26-100,-2.7986,-0.3059,LOW
14,United Kingdom,99,68207.116,"ISCED 3B, C",ISCED 2,male,yes,409.845,386.804,465.705,10.06224,no,no,2,0,1,26-100,-0.8641,-0.558825,HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 2,female,yes,446.834,428.68,428.43,1.7875,yes,yes,2,2,2,0-10,-0.2045,-0.3972,HIGH
54,Romania,91,19127.774,ISCED 3A,ISCED 3A,male,yes,464.442,480.958,359.702,36.59392,yes,yes,3+,1,1,0-10,-0.5057,0.0588,LOW-MED
16,Belgium,99,11632.326,ISCED 3A,ISCED 3A,female,yes,505.853,495.655,491.343,10.66783,yes,yes,2,3+,2,101-200,0.7335,0.537,HIGH
81,Brazil,85,213993.437,ISCED 3A,less than ISCED1,male,yes,327.669,306.116,363.9,136.0849,yes,no,3+,1,1,0-10,0.6131,-1.1126,LOW
60,Turkey,89,85042.738,less than ISCED1,"ISCED 3B, C",female,yes,530.769,530.823,529.168,241.8173,yes,no,1,2,0,201-500,-1.6757,-0.5465,LOW-MED
81,Brazil,85,213993.437,ISCED 3A,ISCED 2,female,yes,416.518,463.201,420.307,56.43746,no,yes,1,2,1,0-10,-0.6913,-0.8158,LOW
30,Croatia,97,4081.651,ISCED 2,ISCED 2,female,yes,347.789,353.187,347.269,7.61826,no,no,1,1,0,0-10,-2.1201,-2.3015,MED-HIGH
48,Bulgaria,93,6896.663,"ISCED 3B, C","ISCED 3B, C",female,yes,475.698,526.685,482.806,9.05881,yes,yes,3+,2,2,11-25,0.0887,-1.0139,LOW-MED
20,France,98,65426.179,ISCED 2,ISCED 2,male,yes,436.399,359.842,358.305,114.2501,yes,yes,3+,1,2,26-100,-0.7043,-1.7706,HIGH
95,Algeria,84,44616.624,ISCED 2,ISCED 2,male,yes,365.086,310.453,362.024,50.53296,yes,no,3+,1,2,0-10,-1.1606,-1.262,LOW
4,Japan,104,126050.804,ISCED 3A,ISCED 3A,male,yes,523.698,443.677,472.291,156.5388,yes,yes,3+,3+,2,26-100,0.9141,-0.0572,HIGH
36,Poland,96,37797.005,ISCED 3A,ISCED 3A,female,yes,440.826,517.923,452.275,85.7112,yes,yes,1,2,1,101-200,-0.6462,0.5883,MED-HIGH
81,Brazil,85,213993.437,ISCED 2,ISCED 3A,male,yes,262.589,336.186,297.758,151.5587,yes,yes,2,1,0,0-10,-1.8517,-0.975,LOW
34,Italy,96,60367.477,ISCED 3A,ISCED 3A,male,yes,533.069,451.373,583.136,1.53442,yes,yes,3+,2,1,11-25,-0.5224,-0.0064,MED-HIGH
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,female,yes,497.486,606.574,567.437,3.49143,no,no,1,2,1,101-200,-1.0335,0.5193,LOW-MED
18,Estonia,99,1325.185,ISCED 2,ISCED 2,female,yes,470.292,556.192,535.867,1.38571,no,yes,3+,3+,2,26-100,0.4535,-1.1737,HIGH
4,Japan,104,126050.804,ISCED 2,"ISCED 3B, C",female,yes,642.835,532.904,521.568,164.5538,yes,yes,2,1,2,11-25,-0.5144,-0.1111,HIGH
40,Malta,95,442.784,ISCED 3A,"ISCED 3B, C",female,yes,404.873,392.431,397.716,1.25862,no,yes,1,2,1,11-25,-0.6674,0.3297,MED-HIGH
127,Qatar,80,2930.528,ISCED 3A,"ISCED 3B, C",female,yes,480.522,557.121,519.54,1.01379,yes,yes,3+,3+,3+,26-100,2.7852,0.3378,LOW
34,Italy,96,60367.477,ISCED 3A,ISCED 3A,female,yes,462.751,521.42,434.852,115.1561,yes,yes,2,1,3+,26-100,-0.1766,-0.5767,MED-HIGH
35,Spain,96,46745.216,ISCED 2,ISCED 2,male,yes,523.104,573.496,603.99,55.07257,yes,yes,2,1,1,11-25,-0.8306,-2.2172,MED-HIGH
18,Estonia,99,1325.185,ISCED 3A,ISCED 2,male,yes,551.251,554.648,614.031,2.04482,yes,no,1,1,0,101-200,-1.207,-1.1994,HIGH
27,United States,97,332915.073,ISCED 3A,ISCED 3A,female,yes,493.676,542.267,506.266,715.7442,no,yes,3+,3+,3+,26-100,1.408,0.4929,MED-HIGH
54,Romania,91,19127.774,ISCED 3A,"ISCED 3B, C",male,no,377.385,401.122,443.418,31.3852,yes,yes,1,1,1,11-25,-1.8978,-1.116,LOW-MED
47,Greece,93,10370.744,ISCED 3A,ISCED 1,female,yes,417.308,476.398,410.602,21.42953,yes,yes,3+,2,3+,26-100,0.9171,-0.0401,LOW-MED
31,Slovenia,97,2078.724,ISCED 3A,ISCED 3A,male,yes,469.759,557.869,555.673,3.82582,yes,yes,3+,3+,2,11-25,0.3617,0.4487,MED-HIGH
81,Brazil,85,213993.437,ISCED 1,ISCED 3A,female,yes,434.289,521.512,481.845,191.1554,yes,yes,3+,1,1,11-25,-0.7333,-0.2452,LOW
127,Qatar,80,2930.528,ISCED 3A,"ISCED 3B, C",female,yes,380.856,405.791,438.725,1.01031,no,yes,3+,3+,3+,0-10,2.3725,1.2035,LOW
36,Poland,96,37797.005,"ISCED 3B, C","ISCED 3B, C",female,yes,374.691,378.451,376.31,65.68075,yes,yes,2,3+,1,11-25,0.5712,-0.9254,MED-HIGH
1,Singapore,107,5896.686,ISCED 2,ISCED 2,male,yes,576.782,570.318,611.481,7.84211,yes,yes,2,2,0,101-200,-0.3438,-1.0388,HIGH
36,Poland,96,37797.005,ISCED 3A,ISCED 3A,female,yes,604.143,600.749,565.211,85.77932,yes,yes,1,3+,1,201-500,0.0906,0.6022,MED-HIGH
127,Qatar,80,2930.528,"ISCED 3B, C","ISCED 3B, C",female,yes,490.016,575.012,495.955,1,yes,yes,3+,2,2,201-500,0.0481,0.8054,LOW
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,399.623,351.407,402.052,9.68484,no,yes,3+,3+,2,26-100,0.492375,0.36165,HIGH
80,Indonesia,85,276361.783,ISCED 1,ISCED 1,male,no,241.18,287.017,318.318,985.5274152,no,yes,1,0,0,0-10,-4.6906,-3.1087,LOW
16,Belgium,99,11632.326,ISCED 2,ISCED 3A,female,yes,569.259,543.94,529.097,10.84973,yes,yes,3+,1,2,101-200,-0.2643,-0.5847,HIGH
14,United Kingdom,99,68207.116,"ISCED 3B, C","ISCED 3B, C",male,yes,487.125,445.383,499.473,10.23478,yes,yes,2,1,0,0-10,-0.7927,-0.9029,HIGH
40,Malta,95,442.784,ISCED 3A,ISCED 3A,male,yes,394.041,378.871,375.08,1.27,yes,yes,3+,3+,3+,26-100,1.8553,0.1335,MED-HIGH
40,Malta,95,442.784,ISCED 3A,ISCED 2,female,yes,528.381,508.218,414.268,1.03125,yes,yes,3+,3+,1,26-100,0.3762,0.4971,MED-HIGH
48,Bulgaria,93,6896.663,"ISCED 3B, C","ISCED 3B, C",male,yes,484.883,499.931,416.83,8.83006,yes,yes,2,2,2,more than 500,-0.3917,0.9673,LOW-MED
35,Spain,96,46745.216,"ISCED 3B, C","ISCED 3B, C",male,yes,534.243,555.749,544.332,68.20546,yes,yes,3+,3+,3+,more than 500,2.8013,1.8286,MED-HIGH
27,United States,97,332915.073,ISCED 1,ISCED 3A,male,yes,373.895,482.738,489.737,589.4912,yes,yes,3+,1,3+,11-25,0.3582,-0.8295,MED-HIGH
48,Bulgaria,93,6896.663,"ISCED 3B, C","ISCED 3B, C",female,yes,415,505.865,474.706,5.63429,yes,yes,3+,2,2,11-25,0.0887,-1.2086,LOW-MED
34,Italy,96,60367.477,ISCED 3A,ISCED 2,female,yes,386.554,500.44,434.771,137.6365,yes,yes,1,3+,1,201-500,-0.1764,0.1703,MED-HIGH
27,United States,97,332915.073,ISCED 3A,ISCED 3A,male,yes,493.799,567.433,532.409,636.0884,yes,yes,3+,3+,3+,11-25,0.6757,-0.9034,MED-HIGH
17,Austria,99,9043.07,ISCED 3A,ISCED 2,male,yes,465.016,470.18,471.037,5.74862,yes,yes,1,2,2,101-200,-0.0948,0.3007,HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,579.031,632.584,589.372,6.08145,yes,yes,3+,2,2,101-200,0.9824,1.1504,HIGH
62,Chile,89,19212.361,"ISCED 3B, C","ISCED 3B, C",female,no,469.282,470.869,482.473,36.46702,yes,yes,2,1,0,26-100,-1.7968,-0.9133,LOW-MED
29,Norway,97,5465.63,ISCED 3A,ISCED 3A,female,yes,494.17,521.696,460.64,9.70009,yes,yes,3+,3+,3+,101-200,2.7428,1.339,MED-HIGH
75,Jordan,86,10269.021,"ISCED 3B, C",ISCED 3A,male,yes,413.365,427.767,418.217,22.19066,yes,yes,2,2,0,11-25,-0.2814,-0.8129,LOW-MED
54,Romania,91,19127.774,"ISCED 3B, C","ISCED 3B, C",female,no,468.491,375.017,460.961,28.88248,yes,no,2,1,0,26-100,-2.298,-1.6358,LOW-MED
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,477.892,548.001,508.449,57.89089,yes,yes,2,3+,2,more than 500,1.3014,0.9425,HIGH
17,Austria,99,9043.07,ISCED 3A,ISCED 3A,male,yes,516.632,498.556,545.474,11.23936,yes,yes,3+,3+,3+,26-100,2.2963,0.5588,HIGH
127,Qatar,80,2930.528,"ISCED 3B, C",ISCED 3A,male,yes,607.648,563.798,592.036,1.40441,yes,yes,2,3+,3+,101-200,1.9316,1.7336,LOW
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,440.164,389.722,410.287,25.97285,yes,yes,2,2,2,0-10,-0.5325,-0.4201,HIGH
23,Hungary,98,9634.164,ISCED 3A,ISCED 3A,male,yes,448.602,370.995,383.1,12.47024,yes,yes,3+,3+,2,0-10,0.9283,-1.0872,HIGH
108,Colombia,83,51265.844,"ISCED 3B, C",less than ISCED1,male,no,340.525,329.942,342.142,75.93649,no,no,2,0,0,0-10,-3.0408,-2.5605,LOW
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,male,yes,433.953,451.991,446.498,1.71429,yes,yes,2,3+,2,more than 500,0.9884,1.1642,LOW-MED
108,Colombia,83,51265.844,ISCED 3A,ISCED 3A,male,yes,506.707,540.281,554.964,54.54691,yes,yes,2,1,1,101-200,-1.3882,-0.0782,LOW
16,Belgium,99,11632.326,ISCED 3A,"ISCED 3B, C",male,yes,685.761,600.69,617.035,14.80298,yes,yes,1,1,1,26-100,-1.457,-0.3859,HIGH
81,Brazil,85,213993.437,ISCED 2,ISCED 1,female,no,250.048,232.87,247.956,72.23654,no,no,2,0,0,11-25,-3.5353,-2.8713,LOW
52,Moldova,92,4024.019,"ISCED 3B, C",ISCED 2,female,yes,605.15,626.032,573.599,7.5,yes,yes,1,2,1,26-100,-1.136,-0.7162,LOW-MED
24,Slovakia,98,5460.721,ISCED 3A,ISCED 3A,female,yes,407.364,444.922,389.52,6.47448,yes,yes,3+,2,1,26-100,0.0291,-0.6499,HIGH
23,Hungary,98,9634.164,ISCED 3A,ISCED 3A,female,yes,561.19,600.45,523.834,13.7523,yes,yes,3+,3+,2,201-500,-0.2034,0.4313,HIGH
39,Luxembourg,95,634.814,ISCED 3A,ISCED 3A,male,yes,625.154,612.34,609.447,1,yes,yes,3+,3+,2,more than 500,1.426,1.0784,MED-HIGH
28,Denmark,97,5813.298,ISCED 2,ISCED 2,female,yes,517.957,590.476,543.801,11.0308,yes,yes,1,2,1,26-100,-0.7251,-0.3525,MED-HIGH
17,Austria,99,9043.07,"ISCED 3B, C","ISCED 3B, C",male,no,480.174,469.254,417.778,6.85582,yes,yes,2,2,1,26-100,-1.1445,-1.1463,HIGH
35,Spain,96,46745.216,ISCED 2,ISCED 2,male,yes,463.748,467.255,461.389,68.59598,yes,yes,2,3+,1,11-25,0.2758,-1.4642,MED-HIGH
58,Uruguay,90,3485.151,ISCED 3A,"ISCED 3B, C",male,yes,559.118,536.064,571.076,5.15075,yes,yes,3+,1,1,26-100,-0.4287,-0.7746,LOW-MED
62,Chile,89,19212.361,ISCED 1,less than ISCED1,female,yes,355.283,378.669,389.786,36.87429,yes,yes,2,3+,0,201-500,-0.463,-1.9045,LOW-MED
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,female,yes,391.058,398.748,354.328,1.98569,yes,yes,2,1,1,11-25,-0.2293,0.05545000000000001,LOW-MED
27,United States,97,332915.073,ISCED 3A,ISCED 3A,male,no,513.281,575.101,597.244,780.0868,no,no,0,0,0,0-10,-7.0144,-3.6458,MED-HIGH
116,Dominican Republic,82,10953.703,ISCED 3A,ISCED 3A,male,yes,457.078,478.306,501.503,35.21045,no,yes,3+,0,1,0-10,-0.6582,-0.4326,LOW
31,Slovenia,97,2078.724,ISCED 3A,"ISCED 3B, C",male,yes,574.293,610.846,603.007,2.43333,yes,yes,3+,2,2,11-25,-0.0374,0.0779,MED-HIGH
29,Norway,97,5465.63,ISCED 2,"ISCED 3B, C",female,yes,475.476,542.997,446.306,9.94552,yes,yes,3+,3+,2,101-200,1.2344,0.4886,MED-HIGH
52,Moldova,92,4024.019,ISCED 3A,ISCED 3A,male,yes,490.625,555.78,548.117,1.15945,yes,yes,3+,2,0,101-200,-0.4927,-0.0429,LOW-MED
91,Montenegro,85,628.053,"ISCED 3B, C","ISCED 3B, C",female,yes,337.166,533.111,413.122,1.19286,yes,yes,1,1,0,101-200,-1.0712,-0.7679,LOW
4,Japan,104,126050.804,ISCED 3A,ISCED 3A,female,yes,407.786,388.346,354.367,170.9928,yes,yes,1,1,1,101-200,-1.243,-0.1578,HIGH
70,Mexico,87,130262.216,ISCED 2,ISCED 1,male,yes,429.601,417.789,450.94,82.11535,no,no,1,0,0,11-25,-2.182,-2.0768,LOW-MED
96,Peru,84,33359.418,ISCED 3A,ISCED 3A,female,yes,444.858,350.694,379.63,62.1144,yes,no,3+,2,1,26-100,-0.5523,-0.6604,LOW
95,Algeria,84,44616.624,"ISCED 3B, C",ISCED 3A,female,yes,226.185,353.159,324.004,66.08157,yes,yes,3+,1,1,0-10,-1.0504,-1.2767,LOW
47,Greece,93,10370.744,ISCED 3A,ISCED 2,female,yes,460.892,424.995,419.533,13.3314,yes,no,2,1,2,26-100,-0.8601,0.288,LOW-MED
77,Georgia,86,3979.765,"ISCED 3B, C","ISCED 3B, C",female,yes,352.383,402.823,382.511,5.52819,yes,yes,1,1,0,26-100,-1.7508,-1.2493,LOW-MED
60,Turkey,89,85042.738,less than ISCED1,ISCED 2,female,no,347.772,293.933,374.711,125.3876,no,no,1,0,0,11-25,-4.7851,-1.5981,LOW-MED
31,Slovenia,97,2078.724,"ISCED 3B, C","ISCED 3B, C",male,yes,414.622,376.868,393.927,1.16875,yes,yes,2,2,2,0-10,0.0529,0.2615,MED-HIGH
